confirm,confirm_add,confirm_cuts,country,date,dead,dead_cuts,description,heal,heal_cuts,newConfirm,newDead,newHeal,now_confirm_cuts,province,wzz,wzz_add,year
2184,1,,中国,02.20,8,,,2134,,1,0,8,,广东,2,0,2021
2187,3,,中国,02.21,8,,,2137,,3,0,3,,广东,2,0,2021
2196,9,,中国,02.22,8,,,2140,,9,0,3,,广东,2,0,2021
2197,1,,中国,02.23,8,,,2141,,1,0,1,,广东,2,0,2021
2198,1,,中国,02.24,8,,,2146,,1,0,5,,广东,2,0,2021
2200,2,,中国,02.25,8,,,2154,,2,0,8,,广东,2,0,2021
2205,5,,中国,02.26,8,,,2155,,5,0,1,,广东,0,0,2021
2206,1,,中国,02.27,8,,,2155,,1,0,0,,广东,0,0,2021
2212,6,,中国,02.28,8,,,2158,,6,0,3,,广东,0,0,2021
2215,3,,中国,03.01,8,,,2159,,3,0,1,,广东,0,0,2021
2218,3,,中国,03.02,8,,,2162,,3,0,3,,广东,0,0,2021
2221,3,,中国,03.03,8,,,2166,,3,0,4,,广东,0,0,2021
2222,1,,中国,03.04,8,,,2167,,1,0,1,,广东,0,0,2021
2225,3,,中国,03.05,8,,,2173,,3,0,6,,广东,0,0,2021
2229,4,,中国,03.06,8,,,2178,,4,0,5,,广东,0,0,2021
2233,4,,中国,03.07,8,,,2180,,4,0,2,,广东,0,0,2021
2235,2,,中国,03.08,8,,,2182,,2,0,2,,广东,0,0,2021
2236,1,,中国,03.09,8,,,2184,,1,0,2,,广东,0,0,2021
2238,2,,中国,03.10,8,,,2185,,2,0,1,,广东,0,0,2021
2240,2,,中国,03.11,8,,,2189,,2,0,4,,广东,0,0,2021
2243,3,,中国,03.12,8,,,2190,,3,0,1,,广东,0,0,2021
2244,1,,中国,03.13,8,,,2192,,1,0,2,,广东,0,0,2021
2245,1,,中国,03.14,8,,,2199,,1,0,7,,广东,0,0,2021
2245,0,,中国,03.15,8,,,2202,,0,0,3,,广东,0,0,2021
2245,0,,中国,03.16,8,,,2203,,0,0,1,,广东,0,0,2021
2246,1,,中国,03.17,8,,,2206,,1,0,3,,广东,0,0,2021
2249,3,,中国,03.18,8,,,2212,,3,0,6,,广东,0,0,2021
2251,2,,中国,03.19,8,,,2213,,2,0,1,,广东,0,0,2021
2252,1,,中国,03.20,8,,,2216,,1,0,3,,广东,0,0,2021
2253,1,,中国,03.21,8,,,2217,,1,0,1,,广东,0,0,2021
2257,4,,中国,03.22,8,,,2218,,4,0,1,,广东,0,0,2021
2259,2,,中国,03.23,8,,,2219,,2,0,1,,广东,0,0,2021
2263,4,,中国,03.24,8,,,2222,,4,0,3,,广东,0,0,2021
2265,2,,中国,03.25,8,,,2226,,2,0,4,,广东,0,0,2021
2266,1,,中国,03.26,8,,,2229,,1,0,3,,广东,0,0,2021
2267,1,,中国,03.27,8,,,2230,,1,0,1,,广东,0,0,2021
2275,8,,中国,03.28,8,,,2232,,8,0,2,,广东,0,0,2021
2277,2,,中国,03.29,8,,,2233,,2,0,1,,广东,0,0,2021
2279,2,,中国,03.30,8,,,2233,,2,0,0,,广东,0,0,2021
2282,3,,中国,03.31,8,,,2235,,3,0,2,,广东,0,0,2021
2282,0,,中国,04.01,8,,,2236,,0,0,1,,广东,0,0,2021
2285,3,,中国,04.02,8,,,2237,,3,0,1,,广东,0,0,2021
2287,2,,中国,04.03,8,,,2239,,2,0,2,,广东,0,0,2021
2287,2,,中国,04.04,8,,,2239,,2,0,0,,广东,0,0,2021
2289,2,,中国,04.05,8,,,2242,,2,0,3,,广东,0,0,2021
2290,1,,中国,04.06,8,,,2242,,1,0,0,,广东,0,0,2021
2291,1,,中国,04.07,8,,,2242,,1,0,0,,广东,0,0,2021
2295,4,,中国,04.08,8,,,2245,,4,0,3,,广东,0,0,2021
2295,0,,中国,04.09,8,,,2249,,0,0,4,,广东,0,0,2021
2296,1,,中国,04.10,8,,,2249,,1,0,0,,广东,0,0,2021
2299,3,,中国,04.11,8,,,2253,,3,0,4,,广东,0,0,2021
2301,2,,中国,04.12,8,,,2254,,2,0,1,,广东,0,0,2021
2304,3,,中国,04.13,8,,,2254,,3,0,0,,广东,0,0,2021
2308,4,,中国,04.14,8,,,2256,,4,0,2,,广东,0,0,2021
2310,2,,中国,04.15,8,,,2257,,2,0,1,,广东,0,0,2021
2313,3,,中国,04.16,8,,,2259,,3,0,2,,广东,0,0,2021
2317,4,,中国,04.17,8,,,2262,,4,0,3,,广东,0,0,2021
2319,2,,中国,04.18,8,,,2264,,2,0,2,,广东,0,0,2021
2319,0,,中国,04.19,8,,,2268,,0,0,4,,广东,0,0,2021
2320,1,,中国,04.20,8,,,2272,,1,0,4,,广东,0,0,2021
2322,2,,中国,04.21,8,,,2273,,2,0,1,,广东,0,0,2021
2327,5,,中国,04.22,8,,,2273,,5,0,0,,广东,0,0,2021
2328,1,,中国,04.23,8,,,2275,,1,0,2,,广东,0,0,2021
2328,0,,中国,04.24,8,,,2280,,0,0,5,,广东,0,0,2021
2329,1,,中国,04.25,8,,,2280,,1,0,0,,广东,0,0,2021
2331,2,,中国,04.26,8,,,2281,,2,0,1,,广东,0,0,2021
2334,3,,中国,04.27,8,,,2282,,3,0,1,,广东,0,0,2021
2335,1,,中国,04.28,8,,,2283,,1,0,1,,广东,0,0,2021
2337,2,,中国,04.29,8,,,2283,,2,0,0,,广东,0,0,2021
2344,7,,中国,04.30,8,,,2287,,7,0,4,,广东,0,0,2021
2350,6,,中国,05.01,8,,,2287,,6,0,0,,广东,0,0,2021
2354,4,,中国,05.02,8,,,2291,,4,0,4,,广东,0,0,2021
2358,4,,中国,05.03,8,,,2292,,4,0,1,,广东,0,0,2021
2359,1,,中国,05.04,8,,,2294,,1,0,2,,广东,0,0,2021
2360,1,,中国,05.05,8,,,2297,,1,0,3,,广东,0,0,2021
2365,5,,中国,05.06,8,,,2304,,5,0,7,,广东,0,0,2021
2365,0,,中国,05.07,8,,,2306,,0,0,2,,广东,0,0,2021
2370,5,,中国,05.08,8,,,2307,,5,0,1,,广东,0,0,2021
2372,2,,中国,05.09,8,,,2314,,2,0,7,,广东,0,0,2021
2373,1,,中国,05.10,8,,,2314,,1,0,0,,广东,0,0,2021
2381,8,,中国,05.11,8,,,2316,,8,0,2,,广东,0,0,2021
2383,2,,中国,05.12,8,,,2321,,2,0,5,,广东,0,0,2021
2386,3,,中国,05.13,8,,,2324,,3,0,3,,广东,0,0,2021
2387,1,,中国,05.14,8,,,2331,,1,0,7,,广东,0,0,2021
2392,5,,中国,05.15,8,,,2331,,5,0,0,,广东,0,0,2021
2396,4,,中国,05.16,8,,,2343,,4,0,12,,广东,0,0,2021
2397,1,,中国,05.17,8,,,2346,,1,0,3,,广东,0,0,2021
2398,1,,中国,05.18,8,,,2350,,1,0,4,,广东,0,0,2021
2399,1,,中国,05.19,8,,,2354,,1,0,4,,广东,0,0,2021
2400,1,,中国,05.20,8,,,2354,,1,0,0,,广东,0,0,2021
2406,6,,中国,05.21,8,,,2355,,6,0,1,,广东,1,1,2021
2409,3,,中国,05.22,8,,,2357,,3,0,2,,广东,2,1,2021
2412,3,,中国,05.23,8,,,2359,,3,0,2,,广东,5,3,2021
2412,0,,中国,05.24,8,,,2363,,0,0,4,,广东,6,1,2021
2413,1,,中国,05.25,8,,,2366,,1,0,3,,广东,8,3,2021
2427,14,,中国,05.26,8,,,2371,,14,0,5,,广东,12,4,2021
2428,1,,中国,05.27,8,,,2375,,1,0,4,,广东,17,5,2021
2431,3,,中国,05.28,8,,,2377,,3,0,2,,广东,24,8,2021
2432,1,,中国,05.29,8,,,2381,,1,0,4,,广东,37,13,2021
2455,23,,中国,05.30,8,,,2383,,23,0,2,,广东,24,3,2021
2468,13,,中国,05.31,8,,,2385,,13,0,2,,广东,25,2,2021
2481,13,,中国,06.01,8,,,2388,,13,0,3,,广东,29,7,2021
2498,17,,中国,06.02,8,,,2388,,17,0,0,,广东,30,5,2021
2509,11,,中国,06.03,8,,,2388,,11,0,0,,广东,28,1,2021
2525,16,,中国,06.04,8,,,2388,,16,0,0,,广东,29,3,2021
2534,9,,中国,06.05,8,,,2396,,9,0,8,,广东,31,3,2021
2542,8,,中国,06.06,8,,,2398,,8,0,2,,广东,32,2,2021
2564,22,,中国,06.07,8,,,2399,,22,0,1,,广东,22,0,2021
2573,9,,中国,06.08,8,,,2401,,9,0,2,,广东,21,0,2021
2573,9,,中国,06.09,8,,,2401,,9,0,0,,广东,21,0,2021
